Review	Liked
"A good fastfood place ideal for takeaways The space is extremely limited so dont look to sit down and have a meal here The quality of their meat is good and they serve halal chicken Sometimes in evenings during rush hour they run out of some items on the menu so you might be disappointed at times that you cant order what you wanted to
Some things to definitely try here would be the rolls and Gobi Manchurian"	0
"after reading all the majorly negative reviews for this place on zomato I decided to try it out myselfordered the Americana pizzafood arrived around half an hour late but that was mainly because of some address issues for the delivery guyit was packed okayish considering there was only the pizza boxthe pizza was warm enough considering the delivery mishap
Coming to the pizza itselfIt was pretty basiccheese tomatoes and pork pepperoni on a thin crust pizzawhat could go wrong wellvery little saucethin layer of cheese a few slices of tomato which I must add was the most delicious part of the pizza and few pieces of cut up pepperonithe crust was soft and tasted almost sourreminded me of the kubbus one would get their shawarmas wrapped in
all over Im not impressed but it was definitely filling and pretty okayish in sizea bit overpriced considering the 50rs delivery charge  taxes
cheers"	0
"after reading all the majorly negative reviews for this place on zomato I decided to try it out myselfordered the Americana pizzafood arrived around half an hour late but that was mainly because of some address issues for the delivery guyit was packed okayish considering there was only the pizza boxthe pizza was warm enough considering the delivery mishap
Coming to the pizza itselfIt was pretty basiccheese tomatoes and pork pepperoni on a thin crust pizzawhat could go wrong wellvery little saucethin layer of cheese a few slices of tomato which I must add was the most delicious part of the pizza and few pieces of cut up pepperonithe crust was soft and tasted almost sourreminded me of the kubbus one would get their shawarmas wrapped in
all over Im not impressed but it was definitely filling and pretty okayish in sizea bit overpriced considering the 50rs delivery charge  taxes
cheers"	0
"after reading all the majorly negative reviews for this place on zomato I decided to try it out myselfordered the Americana pizzafood arrived around half an hour late but that was mainly because of some address issues for the delivery guyit was packed okayish considering there was only the pizza boxthe pizza was warm enough considering the delivery mishap
Coming to the pizza itselfIt was pretty basiccheese tomatoes and pork pepperoni on a thin crust pizzawhat could go wrong wellvery little saucethin layer of cheese a few slices of tomato which I must add was the most delicious part of the pizza and few pieces of cut up pepperonithe crust was soft and tasted almost sourreminded me of the kubbus one would get their shawarmas wrapped in
all over Im not impressed but it was definitely filling and pretty okayish in sizea bit overpriced considering the 50rs delivery charge  taxes
cheers"	0
"after reading all the majorly negative reviews for this place on zomato I decided to try it out myselfordered the Americana pizzafood arrived around half an hour late but that was mainly because of some address issues for the delivery guyit was packed okayish considering there was only the pizza boxthe pizza was warm enough considering the delivery mishap
Coming to the pizza itselfIt was pretty basiccheese tomatoes and pork pepperoni on a thin crust pizzawhat could go wrong wellvery little saucethin layer of cheese a few slices of tomato which I must add was the most delicious part of the pizza and few pieces of cut up pepperonithe crust was soft and tasted almost sourreminded me of the kubbus one would get their shawarmas wrapped in
all over Im not impressed but it was definitely filling and pretty okayish in sizea bit overpriced considering the 50rs delivery charge  taxes
cheers"	0
"Tried 2 pizzas from Tower of Pizza namely the Pepperoni and the BBQ Chicken pizza 

Pros
1This joint has a lot going for it in terms of taste 
2Decent selections of pizza 
3Thin crust pizzas
4Varied menu

Cons
1 Delivery time
2 Extra toppings are very expensive
3Delivery charges are extra
4 Toppings are very minimal

If the cons are addressed this joint could be a big hit"	0
6	0
Quantity was less The taste was good though but can be improved Noodles were a bit blant	0
ok	0
Ordered Chili Chicken and Chicken 65 for dinner Both were average Chili Chicken was slightly better than Chicken 65 but neither was worth it	0
Average quality	0
cutlery wasnt sent food wasnt much hot	0
ok	0
Ordered Chili Chicken and Chicken 65 for dinner Both were average Chili Chicken was slightly better than Chicken 65 but neither was worth it	0
Average quality	0
cutlery wasnt sent food wasnt much hot	0
Good food less quantity as always	0
Good food less quantity as always	0
delivery time was very very late which upset me	0
chicken 65 was muy favorite but today i recived it full wetit wasnt dry at ola bit disappointed but yea i like this reatraunt a lothope they will not make this mistake again	0
salt less curry taste less	0
delivery time was very very late which upset me	0
